Inscrição,Origem,Endereço,Tributo,Ano,Mês,Situação,Valor Atual,Juros,Multa,Total Divida,Vencidas,A Vencer
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.62,0.0,0.0,14.62,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.99,0.0,0.0,14.99,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,98.95,0.0,0.0,98.95,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,53.54,0.0,0.0,53.54,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,12.39,0.0,0.0,12.39,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,152.5,0.0,0.0,152.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,52.63,0.0,0.0,52.63,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,08,Dívida Corrente,7.5,0.22,0.15,7.87,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,08,Dívida Corrente,18.0,0.54,0.36,18.90,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,08,Dívida Corrente,53.32,1.6,1.07,55.99,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,08,Dívida Corrente,53.32,1.6,1.07,55.99,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,08,Dívida Corrente,649.18,19.48,12.98,681.64,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,08,Dívida Corrente,702.64,21.08,14.05,737.77,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,21.17,0.0,0.0,21.17,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,254.1,0.0,0.0,254.10,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,835.0,0.0,0.0,835.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,807.66,0.0,0.0,807.66,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,243.37,0.0,0.0,243.37,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,1173.77,0.0,0.0,1173.77,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,710.0,0.0,0.0,710.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,22.55,0.0,0.0,22.55,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,161.5,0.0,0.0,161.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,6643.23,0.0,0.0,6643.23,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,3869.56,0.0,0.0,3869.56,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.0,0.0,0.0,14.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,42.58,0.0,0.0,42.58,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,71.88,0.0,0.0,71.88,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,78.12,0.0,0.0,78.12,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,29.29,0.0,0.0,29.29,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,52.5,0.0,0.0,52.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,51.19,0.0,0.0,51.19,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,52.5,0.0,0.0,52.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,36.38,0.0,0.0,36.38,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,300.8,0.0,0.0,300.80,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,2789.87,0.0,0.0,2789.87,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,2.26,0.0,0.0,2.26,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,218.75,0.0,0.0,218.75,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,8.42,0.0,0.0,8.42,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,5.01,0.0,0.0,5.01,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,5.01,0.0,0.0,5.01,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,730.4,0.0,0.0,730.40,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,166.0,0.0,0.0,166.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,5947.21,0.0,0.0,5947.21,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,4092.35,0.0,0.0,4092.35,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,44.27,0.0,0.0,44.27,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,10.07,0.0,0.0,10.07,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,28.26,0.0,0.0,28.26,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,10.07,0.0,0.0,10.07,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.99,0.0,0.0,14.99,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,49.07,0.0,0.0,49.07,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,60.0,0.0,0.0,60.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,150.0,0.0,0.0,150.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,78.59,0.0,0.0,78.59,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,87.51,0.0,0.0,87.51,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,37.72,0.0,0.0,37.72,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,16.49,0.0,0.0,16.49,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,1.65,0.0,0.0,1.65,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,01,Dívida Corrente,10.74,1.07,0.21,12.02,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,01,Dívida Corrente,7.5,0.75,0.15,8.40,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,0.92,0.0,0.0,0.92,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,56.02,0.0,0.0,56.02,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,16.8,0.0,0.0,16.80,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,07,Dívida Corrente,19.45,0.78,0.39,20.62,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,71.83,0.0,0.0,71.83,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,140.7,0.0,0.0,140.70,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,265.22,0.0,0.0,265.22,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,274.55,0.0,0.0,274.55,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,263.2,0.0,0.0,263.20,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,20.93,0.0,0.0,20.93,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,705.88,0.0,0.0,705.88,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,46.88,0.0,0.0,46.88,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,46.88,0.0,0.0,46.88,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,419.12,0.0,0.0,419.12,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,748.14,0.0,0.0,748.14,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,535.99,0.0,0.0,535.99,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,22.08,0.0,0.0,22.08,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,89.1,0.0,0.0,89.10,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,37.32,0.0,0.0,37.32,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,556.04,0.0,0.0,556.04,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,12,Dívida Corrente,343.35,0.0,0.0,343.35,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,18.01,0.0,0.0,18.01,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,70.17,0.0,0.0,70.17,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,20.71,0.0,0.0,20.71,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,161.5,0.0,0.0,161.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,12.0,0.0,0.0,12.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,38.59,0.0,0.0,38.59,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,37.35,0.0,0.0,37.35,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,442.2,0.0,0.0,442.20,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,280.68,0.0,0.0,280.68,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,52.5,0.0,0.0,52.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,54.68,0.0,0.0,54.68,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,55.12,0.0,0.0,55.12,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,53.18,0.0,0.0,53.18,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,55.12,0.0,0.0,55.12,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,19.59,0.0,0.0,19.59,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.84,0.0,0.0,14.84,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,16.49,0.0,0.0,16.49,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,16.49,0.0,0.0,16.49,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,14.99,0.0,0.0,14.99,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,442.2,0.0,0.0,442.20,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,15.97,0.0,0.0,15.97,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,16.15,0.0,0.0,16.15,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,16.15,0.0,0.0,16.15,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,35.17,0.0,0.0,35.17,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,442.2,0.0,0.0,442.20,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,37.3,0.0,0.0,37.30,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,1.2,0.0,0.0,1.20,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,183.19,0.0,0.0,183.19,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,166.9,0.0,0.0,166.90,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,31.66,0.0,0.0,31.66,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,40.5,0.0,0.0,40.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,25.39,0.0,0.0,25.39,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,49.41,0.0,0.0,49.41,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,63.0,0.0,0.0,63.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,98.95,0.0,0.0,98.95,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,53.37,0.0,0.0,53.37,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,71.68,0.0,0.0,71.68,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,38.69,0.0,0.0,38.69,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,38.69,0.0,0.0,38.69,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,4104.03,0.0,0.0,4104.03,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,129.88,0.0,0.0,129.88,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,562.07,0.0,0.0,562.07,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,10.72,0.0,0.0,10.72,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,7.5,0.0,0.0,7.50,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,0.66,0.0,0.0,0.66,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,189.4,0.0,0.0,189.40,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,6.6,0.0,0.0,6.60,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Retido,2023,11,Dívida Corrente,260.0,0.0,0.0,260.00,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS-NET,2023,11,Dívida Corrente,818.29,0.0,0.0,818.29,0,1
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2015,06,Dívida Ativa,279.57,282.36,5.59,567.52,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2016,12,Dívida Ativa,0.68,0.56,0.01,1.25,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2016,05,Dívida Ativa,1.17,1.05,0.02,2.24,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2017,01,Dívida Ativa,0.68,0.56,0.01,1.25,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,Outras Receitas,2018,08,Dívida Ativa,37.09,23.74,7.42,68.25,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2021,06,Dívida Ativa,7.48,2.17,0.15,9.80,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2021,08,Dívida Ativa,134.56,36.33,2.69,173.58,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2021,09,Dívida Ativa,26.1,6.79,0.52,33.41,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2021,09,Dívida Ativa,96.82,25.17,1.94,123.93,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2021,08,Dívida Ativa,58.47,15.79,1.17,75.43,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,08,Dívida Ativa,38.05,5.71,0.76,44.52,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,08,Dívida Ativa,38.05,5.71,0.76,44.52,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,12,Dívida Ativa,218.95,24.08,4.38,247.41,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,12,Dívida Ativa,38.97,4.29,0.78,44.04,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,09,Dívida Ativa,179.1,25.07,3.58,207.75,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,08,Dívida Ativa,42.29,6.34,0.85,49.48,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,08,Dívida Ativa,21.18,3.18,0.42,24.78,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,08,Dívida Ativa,11.38,1.71,0.23,13.32,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,06,Dívida Ativa,543.65,92.42,10.87,646.94,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2022,04,Dívida Ativa,159.36,30.28,3.19,192.83,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2020,07,Ajuizada,30.35,12.14,0.61,43.10,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2020,11,Ajuizada,33.52,12.07,0.67,46.26,1,0
53073,Inscrição ISS,7 DE SETEMBRO 653 SALA 12,ISS Elet Ret DA,2020,11,Ajuizada,252.66,90.96,5.05,348.67,1,0
