Origem,Inscrição,Endereço,Matrícula,Dívidas
Imóvel,302.419.0219.000,"Avenida CONTORNO         0 QD.05 LT.22 PRACA C. RESIDENCIAL BELA VISTA, Qt.Qd.Lt.SubLt. 05 22",302.419.0219.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 741.65, 'Juros': 44.5, 'Multa': 112.75, 'Total': '898.90', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 124.6, 'Juros': 9.97, 'Multa': 24.92, 'Total': '159.49', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 741.64, 'Juros': 148.33, 'Multa': 148.33, 'Total': '1038.30', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 131.95, 'Juros': 26.39, 'Multa': 26.39, 'Total': '184.73', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2281.4199999999996}]"
Imóvel,302.419.0243.000,"Rua SAO PEDRO         0 QD.05 LT.24 PRACA C. RESIDENCIAL BELA VISTA, Qt.Qd.Lt.SubLt. 05 24",302.419.0243.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 224.5, 'Juros': 17.96, 'Multa': 44.9, 'Total': '287.36', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 46.2, 'Juros': 3.7, 'Multa': 9.24, 'Total': '59.14', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 216.69, 'Juros': 147.35, 'Multa': 43.34, 'Total': '407.38', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '05', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 468.49, 'Juros': 428.67, 'Multa': 71.23, 'Total': '968.39', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '05', 'Tributo': 'Saldo Parc. D.A', 'Valor Atual': 236.42, 'Juros': 184.03, 'Multa': 35.95, 'Total': '456.40', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 72.92, 'Juros': 49.59, 'Multa': 14.58, 'Total': '137.09', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 216.68, 'Juros': 121.34, 'Multa': 43.34, 'Total': '381.36', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 56.84, 'Juros': 31.83, 'Multa': 11.37, 'Total': '100.04', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 216.68, 'Juros': 95.34, 'Multa': 43.34, 'Total': '355.36', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 57.11, 'Juros': 25.13, 'Multa': 11.42, 'Total': '93.66', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 216.68, 'Juros': 67.17, 'Multa': 43.34, 'Total': '327.19', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 54.02, 'Juros': 16.75, 'Multa': 10.8, 'Total': '81.57', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 224.5, 'Juros': 44.9, 'Multa': 44.9, 'Total': '314.30', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 48.93, 'Juros': 9.79, 'Multa': 9.79, 'Total': '68.51', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2009', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 44.0, 'Juros': 78.32, 'Multa': 8.8, 'Total': '131.12', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2009', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 168.92, 'Juros': 299.84, 'Multa': 33.78, 'Total': '502.54', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2010', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 42.75, 'Juros': 70.54, 'Multa': 8.55, 'Total': '121.84', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2010', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 100.85, 'Juros': 166.4, 'Multa': 20.17, 'Total': '287.42', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2011', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 174.46, 'Juros': 264.29, 'Multa': 34.88, 'Total': '473.63', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2011', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 78.99, 'Juros': 120.07, 'Multa': 15.8, 'Total': '214.86', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2012', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 187.05, 'Juros': 260.0, 'Multa': 37.41, 'Total': '484.46', 'Vencidas': 3, 'A Vencer': 0}, {'Ano': '2012', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 78.99, 'Juros': 110.58, 'Multa': 15.8, 'Total': '205.37', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2014', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 192.23, 'Juros': 223.0, 'Multa': 38.45, 'Total': '453.68', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2014', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 75.21, 'Juros': 87.24, 'Multa': 15.04, 'Total': '177.49', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 7090.160000000001}]"
Imóvel,306.009.0082.001,"Rua ABADIANIA          S/N QD: 9 LT: 8 PARQUE CALIXTOPOLIS E II ETAPA, Qt.Qd.Lt.SubLt. 9 8",306.009.0082.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 290.52, 'Juros': 21.79, 'Multa': 58.1, 'Total': '370.41', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 76.09, 'Juros': 6.09, 'Multa': 15.22, 'Total': '97.40', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 288.47, 'Juros': 89.42, 'Multa': 57.69, 'Total': '435.58', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 88.98, 'Juros': 27.58, 'Multa': 17.8, 'Total': '134.36', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 290.52, 'Juros': 58.1, 'Multa': 58.1, 'Total': '406.72', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 80.58, 'Juros': 16.12, 'Multa': 16.12, 'Total': '112.82', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1557.29}]"
Imóvel,401.527.0142.000,"Rua RJ-02         0 QD. 02 LT. 10 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 02 10",401.527.0142.000,"[{'Situação': 'Dívida Ativa', 'Divida': [{'Ano': '2022', 'Mês': '02', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 211.38, 'Juros': 29.59, 'Multa': 42.28, 'Total': '283.25', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 283.25}]"
Imóvel,401.529.0058.000,"Rua RJ-14         0 QD- 04 LT- 05 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 04 05",401.529.0058.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '04', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.59, 'Juros': 10.23, 'Multa': 16.37, 'Total': '231.19', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.59, 'Juros': 14.32, 'Multa': 40.92, 'Total': '259.83', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1024.38, 'Juros': 51.22, 'Multa': 134.65, 'Total': '1210.25', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 29.61, 'Juros': 9.18, 'Multa': 5.92, 'Total': '44.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 922.84, 'Juros': 286.08, 'Multa': 184.57, 'Total': '1393.49', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 203.92, 'Juros': 28.55, 'Multa': 40.78, 'Total': '273.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1024.35, 'Juros': 204.87, 'Multa': 204.87, 'Total': '1434.09', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 65.64, 'Juros': 52.51, 'Multa': 13.13, 'Total': '131.28', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 922.84, 'Juros': 738.27, 'Multa': 184.57, 'Total': '1845.68', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 50.83, 'Juros': 34.56, 'Multa': 10.17, 'Total': '95.56', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 922.84, 'Juros': 627.53, 'Multa': 184.57, 'Total': '1734.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '04', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 205.75, 'Juros': 113.16, 'Multa': 41.15, 'Total': '360.06', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 36.02, 'Juros': 20.17, 'Multa': 7.2, 'Total': '63.39', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 922.84, 'Juros': 516.79, 'Multa': 184.57, 'Total': '1624.20', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 32.47, 'Juros': 14.29, 'Multa': 6.49, 'Total': '53.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 922.84, 'Juros': 406.05, 'Multa': 184.57, 'Total': '1513.46', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 12336.54}]"
Imóvel,401.533.0191.000,"Rua RJ-02         0 QD.08 LT. 09 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 08 09",401.533.0191.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'Capinação e Roç', 'Valor Atual': 204.0, 'Juros': 14.28, 'Multa': 40.8, 'Total': '259.08', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1021.37, 'Juros': 51.07, 'Multa': 134.22, 'Total': '1206.66', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '02', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 203.33, 'Juros': 28.47, 'Multa': 40.67, 'Total': '272.47', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 24.27, 'Juros': 4.85, 'Multa': 4.85, 'Total': '33.97', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 1021.38, 'Juros': 204.28, 'Multa': 204.28, 'Total': '1429.94', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 3236.0600000000004}]"
Imóvel,401.533.0236.000,"Avenida FRANCISCO FONTES         0 QD.08 LT. 10 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 08 10",401.533.0236.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'Capinação e Roç', 'Valor Atual': 267.8, 'Juros': 18.75, 'Multa': 53.56, 'Total': '340.11', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1608.96, 'Juros': 72.4, 'Multa': 189.04, 'Total': '1870.40', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcelam/Div/Aj', 'Valor Atual': 1312.75, 'Juros': 0.0, 'Multa': 0.0, 'Total': '1312.75', 'Vencidas': 0, 'A Vencer': 5}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcelamento DA', 'Valor Atual': 3160.92, 'Juros': 0.0, 'Multa': 0.0, 'Total': '3160.92', 'Vencidas': 0, 'A Vencer': 11}], 'Total Origem': 6718.120000000001}]"
Imóvel,401.534.0128.001,"Rua RJ-02          S/N QD: 09 LT: 04 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 09 04",401.534.0128.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 1362.16, 'Juros': 61.3, 'Multa': 160.04, 'Total': '1583.50', 'Vencidas': 8, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 120.15, 'Juros': 9.61, 'Multa': 24.03, 'Total': '153.79', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1737.29}]"
Imóvel,401.534.0140.000,"Rua RJ-02         0 QD- 09 LT- 03 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 09 03",401.534.0140.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '04', 'Tributo': 'Capinação e Roç', 'Valor Atual': 221.46, 'Juros': 11.07, 'Multa': 17.72, 'Total': '250.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1108.8, 'Juros': 49.9, 'Multa': 130.29, 'Total': '1288.99', 'Vencidas': 8, 'A Vencer': 0}], 'Total Origem': 1573.18}]"
Imóvel,401.537.0018.000,"Rua RJ-07         0 QD14 LT02 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 14 02",401.537.0018.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 735.4, 'Juros': 44.12, 'Multa': 111.8, 'Total': '891.32', 'Vencidas': 5, 'A Vencer': 0}], 'Total Origem': 925.26}]"
Imóvel,401.537.0274.000,"Rua RJ-09         0 QD14 LT19 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 14 19",401.537.0274.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 898.8, 'Juros': 49.43, 'Multa': 125.82, 'Total': '1074.05', 'Vencidas': 6, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '02', 'Tributo': 'Capin. RoçaD.A', 'Valor Atual': 203.33, 'Juros': 28.47, 'Multa': 40.67, 'Total': '272.47', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 1380.46}]"
Imóvel,401.538.0006.001,"Rua RJ-09          S/N QD: 13 LT: 01 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 13 01",401.538.0006.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 687.65, 'Juros': 41.26, 'Multa': 104.53, 'Total': '833.44', 'Vencidas': 5, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 63.74, 'Juros': 5.1, 'Multa': 12.75, 'Total': '81.59', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 65.64, 'Juros': 52.51, 'Multa': 13.13, 'Total': '131.28', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 668.38, 'Juros': 207.2, 'Multa': 133.68, 'Total': '1009.26', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 74.53, 'Juros': 23.11, 'Multa': 14.91, 'Total': '112.55', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 687.64, 'Juros': 137.53, 'Multa': 137.53, 'Total': '962.70', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 67.5, 'Juros': 13.5, 'Multa': 13.5, 'Total': '94.50', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 50.83, 'Juros': 34.56, 'Multa': 10.17, 'Total': '95.56', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 950.29, 'Juros': 646.2, 'Multa': 190.06, 'Total': '1786.55', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 36.02, 'Juros': 20.17, 'Multa': 7.2, 'Total': '63.39', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 950.29, 'Juros': 532.16, 'Multa': 190.06, 'Total': '1672.51', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 32.47, 'Juros': 14.29, 'Multa': 6.49, 'Total': '53.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 950.29, 'Juros': 418.13, 'Multa': 190.06, 'Total': '1558.48', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 8455.060000000001}]"
Imóvel,401.538.0018.001,"Rua RJ-09          S/N QD: 13 LT: 02 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 13 02",401.538.0018.001,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 266.6, 'Juros': 19.99, 'Multa': 53.32, 'Total': '339.91', 'Vencidas': 2, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 14.0, 'Juros': 1.12, 'Multa': 2.8, 'Total': '17.92', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 248.38, 'Juros': 77.0, 'Multa': 49.68, 'Total': '375.06', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2021', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 16.37, 'Juros': 5.07, 'Multa': 3.27, 'Total': '24.71', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'IPTU - DA', 'Valor Atual': 266.59, 'Juros': 53.32, 'Multa': 53.32, 'Total': '373.23', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2022', 'Mês': '01', 'Tributo': 'TSU - DA', 'Valor Atual': 14.83, 'Juros': 2.97, 'Multa': 2.97, 'Total': '20.77', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 65.64, 'Juros': 52.51, 'Multa': 13.13, 'Total': '131.28', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2017', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 662.51, 'Juros': 530.01, 'Multa': 132.5, 'Total': '1325.02', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 50.83, 'Juros': 34.56, 'Multa': 10.17, 'Total': '95.56', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2018', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 662.52, 'Juros': 450.51, 'Multa': 132.5, 'Total': '1245.53', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 36.02, 'Juros': 20.17, 'Multa': 7.2, 'Total': '63.39', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2019', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 662.51, 'Juros': 371.01, 'Multa': 132.5, 'Total': '1166.02', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'CIP - DA', 'Valor Atual': 32.47, 'Juros': 14.29, 'Multa': 6.49, 'Total': '53.25', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2020', 'Mês': '01', 'Tributo': 'ITU - DA', 'Valor Atual': 662.52, 'Juros': 291.51, 'Multa': 132.5, 'Total': '1086.53', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 6318.179999999999}]"
Imóvel,401.541.0319.000,"Rua RJ-12         0 QD- 16 LT- 23 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 16 23",401.541.0319.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1021.37, 'Juros': 51.07, 'Multa': 134.22, 'Total': '1206.66', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '12', 'Tributo': 'Parcelamento DA', 'Valor Atual': 897.02, 'Juros': 0.0, 'Multa': 0.0, 'Total': '897.02', 'Vencidas': 0, 'A Vencer': 2}], 'Total Origem': 2137.62}]"
Imóvel,401.542.0348.000,"Rua RJ-14         0 QD.17 LT. 25 RESIDENCIAL RIO JORDÃO, Qt.Qd.Lt.SubLt. 17 25",401.542.0348.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'CIP', 'Valor Atual': 26.52, 'Juros': 2.12, 'Multa': 5.3, 'Total': '33.94', 'Vencidas': 1, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'ITU', 'Valor Atual': 1021.37, 'Juros': 51.07, 'Multa': 134.22, 'Total': '1206.66', 'Vencidas': 7, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '05', 'Tributo': 'Saldo Parc. DCC', 'Valor Atual': 813.27, 'Juros': 138.82, 'Multa': 121.78, 'Total': '1073.87', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 2314.4700000000003}]"
Imóvel,403.316.0153.000,"Rua ANTONIO DE SOUZA FRANÇA         0 QD.01 LT- 04 RESIDENCIAL PARIS, Qt.Qd.Lt.SubLt. 01 04",403.316.0153.000,"[{'Situação': 'Dívida Corrente', 'Divida': [{'Ano': '2023', 'Mês': '01', 'Tributo': 'IPTU', 'Valor Atual': 588.6, 'Juros': 38.26, 'Multa': 100.06, 'Total': '726.92', 'Vencidas': 4, 'A Vencer': 0}, {'Ano': '2023', 'Mês': '01', 'Tributo': 'TSU', 'Valor Atual': 67.34, 'Juros': 5.39, 'Multa': 13.47, 'Total': '86.20', 'Vencidas': 1, 'A Vencer': 0}], 'Total Origem': 813.12}]"
